,cat1,cat2,cat3,brand_name
208679,KID,Girls 0-24 Mos,One-Pieces,The North Face
208942,MEN,Sweaters,Crewneck,Givenchy
209259,MEN,Swimwear,Swim Trunks,Ted Baker London
209487,OTH,Automotive,RV Parts & Accessories,Others
210015,OTH,Other,Other,Supreme
210106,WOM,Dresses,Full-Length,UNIF
210172,WOM,Shoes,Pumps,LuLaRoe
210254,MEN,Tops,"Polo, Rugby",Ariat
210836,HAN,Woodworking,Sculptures,Others
211098,WOM,Tops & Blouses,"Tank, Cami",Acacia Swimwear
211617,WOM,Women's Accessories,Sunglasses,Givenchy
212273,WOM,Other,Other,Free People
212548,WOM,Jewelry,Earrings,Louis Vuitton
212699,MEN,Sweaters,Full Zip,Versace
212884,MEN,Jeans,Relaxed,DIESEL
212993,VIN,Trading Cards,"Action, Adventure",Nintendo
213224,WOM,Tops & Blouses,"Tank, Cami",True Religion
213477,WOM,Shoes,Slippers,Tory Burch
213532,KID,Boys 2T-5T,Tops & T-Shirts,Adidas
213563,WOM,Shoes,Work & Safety,Cole Haan
213658,MEN,Tops,"Polo, Rugby",Michael Kors
214001,MEN,Tops,Tank,Jordan
214134,VIN,Accessories,Eyewear,Kate Spade
214240,WOM,Coats & Jackets,Parka,Madewell
214724,HAN,Others,Educational,Others
214857,WOM,Skirts,A-Line,Customized & Personalized
215123,WOM,Underwear,Bras,LF
215172,HOM,Storage & Organization,Jewelry Boxes & Organizers,Kate Spade
215397,OTH,Daily & Travel items,Medical Supplies & Equipment,Medela
215547,WOM,Tops & Blouses,T-Shirts,Givenchy
215615,MEN,Other,Other,Adidas
215860,KID,Boys 2T-5T,Shoes,PUMA
215894,HAN,Paper Goods,Origami,Others
215901,ELE,Cameras & Photography,Camcorders,Canon
216031,WOM,Women's Accessories,Wallets,Madewell
216049,HOM,Furniture,Other,Others
216223,WOM,Tops & Blouses,Button Down Shirt,True Religion Brand Jeans
216384,NOI,no_info,no_info,True Religion Brand Jeans
216637,WOM,Tops & Blouses,Halter,UNIF
216742,MEN,Athletic Apparel,Pants,Air Jordan
216940,WOM,Coats & Jackets,Other,Michael Kors
217139,OTH,Musical instruments,Band & Orchestra,Others
217579,OTH,Books,Literature & Fiction,Nintendo
217607,ELE,"Car Audio, Video & GPS",Other,Others
218143,WOM,Pants,Other,Free People
218247,WOM,Women's Handbags,Cosmetic Bags,Henri Bendel
218447,MEN,Men's Accessories,Sunglasses,Chanel
218474,HAN,Quilts,Bed,Others
218841,WOM,Women's Accessories,Hats,adidas Originals
219516,WOM,Tops & Blouses,"Tank, Cami",tokidoki
219648,WOM,Dresses,Other,David's Bridal
219735,WOM,Women's Accessories,Other,Tiffany & Co.
220019,WOM,Women's Accessories,Other,Swarovski
220150,MEN,Men's Accessories,Hats,Oakley
220186,ELE,Cell Phones & Accessories,Cell Phone Accessories,Nintendo
220263,WOM,Coats & Jackets,Raincoat,Burberry Brit
220274,WOM,Other,Other,Rock Revival
220536,WOM,Swimwear,Two-Piece,UNIF
220827,WOM,Tops & Blouses,T-Shirts,Kate Spade
220849,KID,Feeding,Pacifiers & Accessories,Medela
220971,VIN,Supplies,Chain,Others
220977,WOM,Jewelry,Necklaces,Supreme
221117,WOM,Athletic Apparel,Sports Bras,Independent
221206,VIN,Bags and Purses,Tote,Others
221309,MEN,Sweats & Hoodies,"Sweatshirt, Pullover",Gymshark
221357,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Prada
221431,WOM,Athletic Apparel,Tracksuits & Sweats,True Religion Brand Jeans
222539,NOI,no_info,no_info,Coach
223339,WOM,Shoes,Flats,Frye
223446,NOI,no_info,no_info,PANDORA
223533,WOM,Women's Handbags,Backpack Style,Miss Me
223660,KID,Boys 0-24 Mos,Accessories,The North Face
223777,WOM,Skirts,Maxi,Lilly Pulitzer
223851,WOM,Sweaters,Hooded,Timberland
224200,VIN,Bags and Purses,Clutch,Gucci
224258,WOM,Coats & Jackets,Windbreaker,adidas Originals
224400,WOM,Athletic Apparel,Jackets,Burton
224716,WOM,Shoes,Athletic,The North Face
224717,KID,Diapering,Diaper Bags,Graco
224950,ELE,Cameras & Photography,Camera & Photo Accessories,Sony
225013,VIN,Supplies,Pattern,Others
225023,WOM,Shoes,Mules & Clogs,Coach
225068,SPO,Fan Shop,MLB,Rawlings
225451,WOM,Tops & Blouses,Button Down Shirt,Lilly Pulitzer
225762,ELE,Cell Phones & Accessories,Screen Protectors,LG
226034,MEN,Tops,Other,Burberry
226094,WOM,Women's Accessories,Hair Accessories,The North Face
226234,MEN,Tops,T-shirts,Fendi
226290,WOM,Shoes,Slippers,Chanel
226327,WOM,Women's Accessories,Sunglasses,Dooney & Bourke
226493,VIN,Clothing,Tank,Others
226677,SPO,Fan Shop,MLB,Adidas
227058,BEA,Tools & Accessories,Other,Chanel
227199,WOM,Women's Handbags,Cosmetic Bags,Saint Laurent
227210,WOM,Women's Accessories,Wallets,Fendi
227310,WOM,Maternity,Dresses,Disney Collection
227471,MEN,Sweats & Hoodies,Hoodie,A Bathing Ape
227621,ELE,"TV, Audio & Surveillance",Home Speakers & Subwoofers,AmazonBasics
227694,WOM,Jewelry,Necklaces,patagonia
228008,WOM,Skirts,Pleated,Free People
228370,MEN,Coats & Jackets,Windbreaker,Lululemon
228418,WOM,Women's Handbags,Totes & Shoppers,tokidoki
228544,HOM,Home Décor,Home Décor Accents,Philips
228818,MEN,Shorts,Casual Shorts,A Bathing Ape
228819,HOM,Kitchen & Dining,Home Brewing & Wine Making,Others
228974,WOM,Coats & Jackets,Vest,UGG Australia
229040,HAN,Crochet,Bags and Purses,Others
229200,WOM,Women's Handbags,Messenger & Crossbody,Versace
229276,VIN,Bags and Purses,Other,Louis Vuitton
229983,HAN,Crochet,Doll,Others
230180,WOM,Women's Accessories,Other,Supreme
230705,HAN,Ceramics and Pottery,Kitchen,Others
230789,WOM,Women's Accessories,Sunglasses,Wildfox Couture
231048,MEN,Athletic Apparel,Shorts,Gymshark
231102,ELE,Cell Phones & Accessories,Cell Phone Accessories,Canon
231124,MEN,Men's Accessories,Wallets,Vince Camuto
231234,WOM,Shoes,Pumps,Dansko
231435,VIN,Jewelry,Watch,Louis Vuitton
231540,MEN,Coats & Jackets,Windbreaker,Supreme
231717,MEN,Sweaters,Crewneck,Burberry
231976,HAN,Bags and Purses,Wristlet,Michael Kors
232168,HOM,Seasonal Décor,Easter,Pottery Barn
232299,WOM,Women's Accessories,Scarves & Wraps,Kate Spade
232412,WOM,Jewelry,Earrings,Independent
232509,WOM,Tops & Blouses,Button Down Shirt,L.L. Bean
232812,WOM,Tops & Blouses,Button Down Shirt,rag & bone
232813,WOM,Pants,Casual Pants,Prada
232894,WOM,Sweaters,Cardigan,Adidas
233361,WOM,Coats & Jackets,Trench,Kate Spade
233449,HOM,Home Décor,Home Décor Accents,M
233576,KID,Strollers,Travel Systems,Bugaboo
233612,KID,Feeding,Other,Medela
233615,WOM,Coats & Jackets,Windbreaker,Free People
233696,VIN,Bags and Purses,Change Purse,tokidoki
233759,WOM,Shoes,Fashion Sneakers,Versace
233762,VIN,Clothing,Sweater,Madewell
234025,VIN,Jewelry,Bracelet,Stamped
234069,WOM,Shoes,Fashion Sneakers,ASICS
234290,WOM,Shoes,Fashion Sneakers,Dr. Martens
234351,MEN,Jeans,Boot Cut,DIESEL
234394,ELE,Computers & Tablets,Components & Parts,HP
234451,VIN,Accessories,Keychain,Oakley
234470,HOM,Seasonal Décor,Halloween,A Bathing Ape
234844,MEN,Coats & Jackets,Flight,Bape
234846,HAN,Patterns,Doll Clothing,Others
234972,WOM,Skirts,Other,Tory Burch
235015,MEN,Sweaters,Other,The North Face
235062,HAN,Glass,Jewelry,Others
235278,WOM,Women's Accessories,Wallets,Miss Me
235327,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Versace
235641,HAN,Dolls and Miniatures,Figurines,Others
235818,VIN,Bags and Purses,Case,Justin
235820,WOM,Sweaters,Cardigan,Lilly Pulitzer
236264,WOM,Skirts,A-Line,L.L. Bean
236315,WOM,Women's Accessories,Hats,Hunter
236742,MEN,Swimwear,Board Shorts,patagonia
236825,MEN,Other,Other,True Religion Brand Jeans
236929,MEN,Men's Accessories,Belts,Supreme
237038,MEN,Men's Accessories,Wallets,Kate Spade
237276,WOM,Skirts,"Straight, Pencil",Michael Kors
237487,MEN,Blazers & Sport Coats,Double Breasted,Others
237488,WOM,Women's Accessories,Wallets,Saint Laurent
237558,ELE,Cell Phones & Accessories,Other,JBL
237651,WOM,Jeans,Straight Leg,Michael Kors
238084,WOM,Women's Accessories,Hair Accessories,Gucci
238139,MEN,Sweats & Hoodies,Track & Sweat Pants,Air Jordan
238539,WOM,Sweaters,V-Neck,patagonia
238602,MEN,Coats & Jackets,Jean Jacket,True Religion
238740,WOM,Athletic Apparel,Shorts,rag & bone
238829,MEN,Coats & Jackets,Jean Jacket,Rock Revival
239042,MEN,Shoes,Sandals,The North Face
239284,HOM,Home Décor,Home Décor Accents,Kate Spade
239480,WOM,Women's Accessories,Wallets,Christian Dior
240467,HOM,Kids' Home Store,Other,Pottery Barn Kids
240485,WOM,Skirts,Full Skirt,Independent
240626,KID,Girls 2T-5T,Tops & T-Shirts,The North Face
240662,NOI,no_info,no_info,Air Jordan
240807,WOM,Shoes,Athletic,Michael Kors
240928,VIN,Housewares,Table,Others
241177,KID,Toys,Action Figures & Statues,Microsoft
241232,WOM,Dresses,Asymmetrical Hem,LF
241509,WOM,Dresses,Knee-Length,Acacia Swimwear
241547,HAN,Knitting,Bags and Purses,Others
241626,WOM,Shoes,Sandals,Christian Louboutin
241926,WOM,Women's Handbags,Shoulder Bag,Christian Dior
243039,WOM,Women's Accessories,Scarves & Wraps,Timberland
243443,OTH,Daily & Travel items,Other,Kate Spade
243467,WOM,Shoes,Loafers & Slip-Ons,Sam Edelman
243579,OTH,Office supplies,Paper,HP
243959,BEA,Tools & Accessories,Hair Coloring Tools,Others
244020,KID,Girls 2T-5T,Tops & T-Shirts,LuLaRoe
244114,NOI,no_info,no_info,Tory Burch
244357,WOM,Jewelry,Earrings,Fossil
244918,MEN,Athletic Apparel,Snowsuits & Bibs,Adidas
244928,WOM,Athletic Apparel,Other,patagonia
244929,WOM,Coats & Jackets,Other,Chanel
245089,MEN,Shoes,Athletic,The North Face
245264,WOM,Jeans,Overalls,UNIF
245580,MEN,Shorts,"Board, Surf",True Religion
245651,WOM,Jewelry,Bracelets,Chaco
245771,SPO,Golf,Golf Apparel,Oakley
245814,KID,Girls 2T-5T,Shoes,PUMA
246022,VIN,Accessories,Keychain,Lilly Pulitzer
246155,MEN,Shorts,Cargo,Bape
246171,MEN,Men's Accessories,Belts,Oakley
246283,KID,Girls 0-24 Mos,Shoes,Michael Kors
246355,SPO,Team Sports,Volleyball,ASICS
246886,VIN,Serving,Glassware,Others
246895,ELE,"TV, Audio & Surveillance",DVD & Blu-ray Players,Apple
247193,HOM,Kids' Home Store,Nursery Décor,Others
247419,MEN,Coats & Jackets,Fleece Jacket,Fendi
247455,ELE,Computers & Tablets,"Printers, Scanners & Supplies",Fuji
247739,MEN,Men's Accessories,Sunglasses,Louis Vuitton
247892,MEN,Men's Accessories,Other,Jordans
248108,VIN,Accessories,Other,tokidoki
248318,NOI,no_info,no_info,Birkenstock
248650,HAN,Jewelry,Music,Others
248806,WOM,Sweaters,Tunic,Independent
248884,WOM,Dresses,"Above Knee, Mini",Chanel
249092,ELE,Cell Phones & Accessories,Batteries,Canon
249145,WOM,Coats & Jackets,Wool,Michael Kors
249227,MEN,Coats & Jackets,Puffer,Michael Kors
249354,MEN,Men's Accessories,Wallets,Supreme
249829,ELE,Computers & Tablets,"Printers, Scanners & Supplies",Sony
250528,WOM,Tops & Blouses,Wrap,Free People
250636,ELE,"TV, Audio & Surveillance",Televisions,LG
251096,HOM,Storage & Organization,Other,Lilly Pulitzer
251255,KID,Safety,Monitors,Graco
251274,MEN,Men's Accessories,Wallets,Burberry
251337,OTH,Office supplies,School Supplies,Casio
252068,VIN,Accessories,Eyewear,Tiffany & Co.
252267,MEN,Men's Accessories,Other,Christian Dior
252310,WOM,Athletic Apparel,Tracksuits & Sweats,patagonia
252498,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Oakley
252792,WOM,Coats & Jackets,Poncho,Free People
252794,KID,Girls 2T-5T,Shoes,Hunter
252820,KID,Girls 0-24 Mos,Accessories,Customized & Personalized
253538,HOM,Home Décor,Home Décor Accents,Coach
253583,HOM,Kitchen & Dining,Kitchen Knives & Cutlery Accessories,KitchenAid
253834,OTH,Daily & Travel items,Health Care,Medela
253852,MEN,Men's Accessories,Sunglasses,Burberry
253952,MEN,Coats & Jackets,Fleece Jacket,Supreme
253970,WOM,Coats & Jackets,Jean Jacket,Dolce & Gabbana
254025,WOM,Athletic Apparel,"Pants, Tights, Leggings",Burberry
254071,MEN,Shoes,Fashion Sneakers,Dr. Martens
254377,WOM,Tops & Blouses,Blouse,tokidoki
254468,MEN,Athletic Apparel,Tracksuits & Sweats,The North Face
254540,ELE,Video Games & Consoles,Games,Logitech
254744,MEN,Coats & Jackets,Fleece Jacket,Oakley
255358,WOM,Sweaters,Cardigan,Burberry
255395,WOM,Women's Accessories,Other,Burberry
255582,MEN,Other,Other,Kay Jewelers
255594,KID,Gear,Backpacks & Carriers,Jordan
255730,ELE,Video Games & Consoles,Strategy Guides,Sony
255822,WOM,Dresses,Knee-Length,Burberry Brit
256540,ELE,Cameras & Photography,Camera & Photo Accessories,Microsoft
256664,KID,Boys (4+),Shoes,Chaco
256790,MEN,Shoes,Boots,Louis Vuitton
256962,MEN,Men's Accessories,Other,Oakley
257532,WOM,Athletic Apparel,Jackets,Gymshark
257581,WOM,Swimwear,One-Piece,Kate Spade
257798,KID,Boys 0-24 Mos,Shoes,Jordan
257862,WOM,Jewelry,Earrings,David Yurman
258436,WOM,Dresses,Asymmetrical Hem,Madewell
258749,VIN,Bags and Purses,Pouch,Coach
258995,WOM,Athletic Apparel,Shirts & Tops,Kate Spade
259472,WOM,Jeans,Boot Cut,Fossil
259854,KID,Girls 2T-5T,Tops & T-Shirts,PUMA
260020,WOM,Dresses,"Above Knee, Mini",LuLaRoe
260183,WOM,Athletic Apparel,Sports Bras,Free People
260393,WOM,Jewelry,Bracelets,Fendi
261183,WOM,Athletic Apparel,Socks,PUMA
261216,MEN,Sweats & Hoodies,Hoodie,PUMA
261241,WOM,Women's Handbags,Satchel,Ted Baker London
261316,HAN,Quilts,Wall Hanging,Others
261386,KID,Feeding,Other,Tiffany & Co.
261612,VIN,Book,Illustrated,Others
261784,WOM,Jewelry,Bracelets,Madewell
261835,MEN,Shoes,Loafers & Slip-Ons,Adidas
261851,WOM,Women's Handbags,Hobo,Fossil
262049,WOM,Sweaters,Cardigan,UNIF
262069,KID,Strollers,Prams,Others
262096,HOM,Home Appliances,Water Coolers & Filters,Others
262667,WOM,Shoes,Other,UNIF
263028,WOM,Shoes,Flats,Jeffery Campbell
263270,MEN,Sweaters,Other,Adidas
263336,HOM,Kitchen & Dining,Other,Lilly Pulitzer
263350,OTH,Office supplies,Organization,HP
263450,WOM,Swimwear,Two-Piece,Miss Me
263627,HOM,Seasonal Décor,Valentine,Rae Dunn
263635,WOM,Jewelry,Necklaces,Henri Bendel
263864,WOM,Women's Accessories,Other,Christian Dior
263898,SPO,Apparel,Accessories,Oakley
263918,ELE,"Car Audio, Video & GPS",Car Security & Convenience,Others
264026,KID,Toys,Electronics for Kids,Sony
264065,WOM,Shoes,Outdoor,Hunter
264456,WOM,Women's Accessories,Wallets,tokidoki
264474,MEN,Sweats & Hoodies,Hoodie,Givenchy
265205,WOM,Coats & Jackets,Puffer,Kate Spade
265267,WOM,Shoes,Other,Sam Edelman
265279,ELE,Computers & Tablets,"Drives, Storage & Media",Canon
265395,SPO,Golf,Women's Golf Clubs,Wilson
265744,BEA,Makeup,Makeup Palettes,Givenchy
265810,MEN,Shorts,Casual Shorts,L.L. Bean
265959,WOM,Skirts,Full Skirt,Free People
266372,WOM,Jewelry,Earrings,Givenchy
266641,WOM,Athletic Apparel,Jackets,Alo
266776,HAN,Needlecraft,Clothing,Others
266792,WOM,Pants,Linen,Lilly Pulitzer
267226,WOM,Skirts,"Straight, Pencil",Lululemon
267315,WOM,Sweaters,Poncho,Independent
268014,VIN,Jewelry,Other,Tiffany & Co.
268198,MEN,Sweats & Hoodies,Hoodie,patagonia
268418,MEN,Shoes,Athletic,True Religion Brand Jeans
268572,WOM,Tops & Blouses,"Tank, Cami",Supreme
268726,KID,Girls (4+),Other,The North Face
269004,HOM,Cleaning Supplies,Dusting,Others
269689,MEN,Jeans,Other,Rock Revival
269976,HOM,Home Appliances,Freezers & Ice Makers,Others
270267,MEN,Shoes,Fashion Sneakers,Burberry
270322,WOM,Sweaters,Other,Lilly Pulitzer
270563,WOM,Pants,"Capris, Cropped",PUMA
271036,WOM,Women's Handbags,Totes & Shoppers,Free People
271093,MEN,Sweats & Hoodies,Track & Sweat Pants,patagonia
271248,VIN,Bags and Purses,Purse,Gucci
271718,WOM,Tops & Blouses,Knit Top,UGG Australia
272242,WOM,Women's Accessories,Wallets,Lululemon
272252,WOM,Women's Accessories,Wallets,Vince Camuto
272645,WOM,Shoes,Pumps,Adidas
272790,HAN,Holidays,Easter,Others
272815,WOM,Shoes,Pumps,Versace
272903,VIN,Accessories,Other,Gucci
273118,KID,Girls (4+),Coats & Jackets,Adidas
273195,VIN,Home Decor,Basket,Others
273208,MEN,Other,Other,Birkenstock
273632,WOM,Jeans,Boyfriend,rag & bone
273802,NOI,no_info,no_info,Vince Camuto
273856,WOM,Jeans,Other,Versace
274038,WOM,Skirts,Other,Free People
274289,WOM,Coats & Jackets,Parka,Burberry Brit
274484,KID,Strollers,Other,Others
275839,KID,Girls 0-24 Mos,Bottoms,LuLaRoe
276028,MEN,Men's Accessories,Hats,True Religion
276342,MEN,Tops,Other,Wilson
276437,WOM,Shoes,Loafers & Slip-Ons,Vince Camuto
276474,WOM,Coats & Jackets,Other,patagonia
277103,ELE,Cameras & Photography,Film Photography,M
277353,MEN,Men's Accessories,Hats,PUMA
277644,HAN,Ceramics and Pottery,Home Decor,Others
278081,WOM,Underwear,G-Strings & Thongs,Customized & Personalized
278313,WOM,Suits & Blazers,Blazer,True Religion Brand Jeans
278386,ELE,Computers & Tablets,Components & Parts,LG
278742,VIN,Accessories,Keychain,Rebecca Minkoff
278770,MEN,Jeans,"Classic, Straight Leg",Ariat
278906,WOM,Tops & Blouses,Blouse,UNIF
278926,KID,Boys 2T-5T,Shoes,Gucci
279022,WOM,Coats & Jackets,Jean Jacket,Madewell
279139,MEN,Coats & Jackets,Other,Adidas
279152,WOM,Jewelry,Bracelets,Free People
279961,HOM,Other,Other,Rae Dunn
280211,MEN,Shorts,"Board, Surf",The North Face
280435,KID,Girls (4+),Accessories,Coach
280884,WOM,Shoes,Oxfords,Salvatore Ferragamo
281165,WOM,Women's Accessories,Belts,Burberry
281440,BEA,Tools & Accessories,Makeup Brushes & Tools,Christian Dior
281683,WOM,Tops & Blouses,Knit Top,Christian Dior
281961,WOM,Dresses,Knee-Length,kate spade new york
282062,MEN,Men's Accessories,Watches,MARC BY MARC JACOBS
282219,KID,Girls 0-24 Mos,Dresses,Customized & Personalized
282294,VIN,Supplies,Trim,Others
282836,MEN,Shoes,Sandals,Coach
283149,ELE,Cameras & Photography,Camera & Photo Accessories,Samsung
283803,MEN,Shorts,Other,Bape
284003,WOM,Tops & Blouses,Blouse,True Religion Brand Jeans
284092,MEN,Shoes,Outdoor,Timberland
284480,OTH,Automotive,Oils & Fluids,Others
284510,VIN,Book,Religion,Others
284585,WOM,Women's Accessories,Other,Christian Louboutin
284884,MEN,Men's Accessories,Hats,Independent
284971,WOM,Tops & Blouses,"Tank, Cami",Medela
285540,KID,Diapering,Diaper Bags,Coach
286492,HOM,Home Décor,Decorative Pillows,Kate Spade
287511,MEN,Shorts,Casual Shorts,True Religion
287528,WOM,Skirts,Pleated,Michael Kors
287788,WOM,Sweaters,Crewneck,Ted Baker London
288230,WOM,Women's Handbags,Shoulder Bag,Miss Me
288853,HAN,Ceramics and Pottery,Supplies,Others
288884,WOM,Sweaters,Full Zip,Gymshark
288895,WOM,Coats & Jackets,Other,Vince Camuto
289208,MEN,Sweaters,Crewneck,Gucci
289253,BEA,Other,Other,Chanel
289281,MEN,Sweaters,Full Zip,The North Face
289433,WOM,Underwear,Bras,David's Bridal
289448,HAN,Geekery,Fantasy,Others
289588,WOM,Swimwear,Two-Piece,True Religion Brand Jeans
289750,ELE,Cell Phones & Accessories,Cell Phones & Smartphones,HP
289751,WOM,Swimwear,One-Piece,Wildfox Couture
289891,WOM,Shoes,Sandals,A Bathing Ape
289958,HOM,Bath,Towels,Lilly Pulitzer
290233,HOM,Kitchen & Dining,Other,Kate Spade
290306,WOM,Swimwear,One-Piece,lululemon athletica
290543,WOM,Shoes,Slippers,Burberry
290639,ELE,Cell Phones & Accessories,"Cases, Covers & Skins",A Bathing Ape
290687,WOM,Tops & Blouses,Button Down Shirt,Ariat
290801,ELE,Cameras & Photography,Binoculars & Telescopes,Nikon
290960,MEN,Shorts,Denim,True Religion Brand Jeans
290984,ELE,Computers & Tablets,iPad,Sony
291280,WOM,Pants,Cargo,Madewell
292535,MEN,Tops,T-shirts,Michael Kors
292871,SPO,Apparel,Women,The North Face
293539,WOM,Coats & Jackets,Raincoat,Oakley
293985,ELE,"TV, Audio & Surveillance",DVD & Blu-ray Players,LG
294325,MEN,Men's Accessories,Other,Bape
294640,WOM,Jeans,"Slim, Skinny",DIESEL
294765,HOM,Bedding,Bed in a Bag,Others
294823,WOM,Tops & Blouses,Polo Shirt,Adidas
295137,VIN,Furniture,Storage,Others
296287,WOM,Jewelry,Earrings,Cartier
296537,WOM,Tops & Blouses,Other,kate spade new york
296630,VIN,Accessories,Keychain,Tiffany & Co.
296700,SPO,Footwear,Cleats,PUMA
296879,WOM,Other,Other,Salvatore Ferragamo
297192,WOM,Shoes,Slippers,Prada
297280,WOM,Shoes,Other,Jordan
297314,WOM,Skirts,Mini,Miss Me
297799,HAN,Knitting,Blanket,Others
297830,WOM,Shoes,Mules & Clogs,Ariat
297981,MEN,Shoes,Athletic,Wilson
297991,MEN,Men's Accessories,Hats,Yeezy
298135,KID,Diapering,Powders & Lotions,Others
298168,WOM,Swimwear,Cover-Ups,Free People
298250,VIN,Collectibles,Figurine,Nintendo
298363,WOM,Dresses,Full-Length,Rock Revival
298448,WOM,Women's Accessories,Sunglasses,Rebecca Minkoff
298909,WOM,Athletic Apparel,Shorts,Kendra Scott
299052,MEN,Men's Accessories,Belts,Adidas
299070,HOM,Other,Other,Kate Spade
299485,ELE,Cameras & Photography,Camera & Photo Accessories,HP
299508,KID,Boys (4+),Bottoms,The North Face
299573,VIN,Antique,Supplies,Others
300355,WOM,Pants,Cargo,patagonia
300577,WOM,Tops & Blouses,Halter,Free People
300654,MEN,Athletic Apparel,Tracksuits & Sweats,Adidas
300765,WOM,Women's Handbags,Other,Cole Haan
300823,ELE,Computers & Tablets,Other,Bose
301486,ELE,Cell Phones & Accessories,Cables & Adapters,Nintendo
301964,NOI,no_info,no_info,lululemon athletica
302486,VIN,Accessories,Eyewear,Cartier
302698,WOM,Women's Accessories,Sunglasses,Ted Baker London
